UNIPROT	KEGGID	ID	SYMBOL	GENE_DESCRIPTION
Q9NUQ6	hsa:26010	26010	SPATS2L	 spermatogenesis associated serine rich 2 like
Q9NUQ7	hsa:55325	55325	UFSP2	 UFM1 specific peptidase 2
Q9NUQ8	hsa:55324	55324	ABCF3	 ATP binding cassette subfamily F member 3
Q9NUQ9	hsa:51571	51571	FAM49B	 family with sequence similarity 49 member B
Q9NUT2	hsa:11194	11194	ABCB8	 ATP binding cassette subfamily B member 8
Q9NUU6	hsa:54491	54491	FAM105A	 family with sequence similarity 105 member A
Q9NUU7	hsa:55308	55308	DDX19A	 DEAD-box helicase 19A
Q9NUW8	hsa:55775	55775	TDP1	 tyrosyl-DNA phosphodiesterase 1
Q9NUY8	hsa:55773	55773	TBC1D23	 TBC1 domain family member 23
Q9NV06	hsa:25879	25879	DCAF13	 DDB1 and CUL4 associated factor 13
Q9NV23	hsa:55301	55301	OLAH	 oleoyl-ACP hydrolase
Q9NV31	hsa:55272	55272	IMP3	" IMP3, U3 small nucleolar ribonucleoprotein"
Q9NV35	hsa:55270	55270	NUDT15	 nudix hydrolase 15
Q9NV56	hsa:55257	55257	MRGBP	 MRG domain binding protein
Q9NV70	hsa:55763	55763	EXOC1	 exocyst complex component 1
Q9NV88	hsa:55756	55756	INTS9	 integrator complex subunit 9
Q9NV96	hsa:55754	55754	TMEM30A	 transmembrane protein 30A
Q9NVA1	hsa:55245	55245	UQCC1	 ubiquinol-cytochrome c reductase complex assembly factor 1
Q9NVA2	hsa:55752	55752	Sep-11	 septin 11
Q9NVA4	hsa:55751	55751	TMEM184C	 transmembrane protein 184C
Q9NVC6	hsa:9440	9440	MED17	 mediator complex subunit 17
Q9NVD7	hsa:55742	55742	PARVA	 parvin alpha
Q9NVE7	hsa:55229	55229	PANK4	 pantothenate kinase 4
Q9NVF7	hsa:23219	23219	FBXO28	 F-box protein 28
Q9NVG8	hsa:54662	54662	TBC1D13	 TBC1 domain family member 13
Q9NVH0	hsa:55218	55218	EXD2	 exonuclease 3'-5' domain containing 2
Q9NVH1	hsa:55735	55735	DNAJC11	 DnaJ heat shock protein family (Hsp40) member C11
Q9NVH2	hsa:25896	25896	INTS7	 integrator complex subunit 7
Q9NVH6	hsa:55217	55217	TMLHE	" trimethyllysine hydroxylase, epsilon"
Q9NVI1	hsa:55215	55215	FANCI	 Fanconi anemia complementation group I
Q9NVI7	hsa:55210	55210	ATAD3A	" ATPase family, AAA domain containing 3A"
Q9NVJ2	hsa:55207	55207	ARL8B	 ADP ribosylation factor like GTPase 8B
Q9NVM4	hsa:54496	54496	PRMT7	 protein arginine methyltransferase 7
Q9NVM6	hsa:55192	55192	DNAJC17	 DnaJ heat shock protein family (Hsp40) member C17
Q9NVM9	hsa:55726	55726	INTS13	 integrator complex subunit 13
Q9NVN3	hsa:55188	55188	RIC8B	 RIC8 guanine nucleotide exchange factor B
Q9NVN8	hsa:54552	54552	GNL3L	 G protein nucleolar 3 like
Q9NVP1	hsa:8886	8886	DDX18	 DEAD-box helicase 18
Q9NVP2	hsa:55723	55723	ASF1B	 anti-silencing function 1B histone chaperone
Q9NVQ4	hsa:55179	55179	FAIM	 Fas apoptotic inhibitory molecule
Q9NVR0	hsa:55175	55175	KLHL11	 kelch like family member 11
Q9NVR2	hsa:55174	55174	INTS10	 integrator complex subunit 10
Q9NVR5	hsa:55172	55172	DNAAF2	 dynein axonemal assembly factor 2
Q9NVS2	hsa:55168	55168	MRPS18A	 mitochondrial ribosomal protein S18A
Q9NVS9	hsa:55163	55163	PNPO	 pyridoxamine 5'-phosphate oxidase
Q9NVT9	hsa:55156	55156	ARMC1	 armadillo repeat containing 1
Q9NVU0	hsa:55718	55718	POLR3E	 RNA polymerase III subunit E
Q9NVU7	hsa:55153	55153	SDAD1	 SDA1 domain containing 1
Q9NVV0	hsa:55151	55151	TMEM38B	 transmembrane protein 38B
Q9NVV4	hsa:55149	55149	MTPAP	 mitochondrial poly(A) polymerase
Q9NVV5	hsa:51390	51390	AIG1	 androgen induced 1
Q9NVX0	hsa:55142	55142	HAUS2	 HAUS augmin like complex subunit 2
Q9NVX2	hsa:54475	54475	NLE1	 notchless homolog 1
Q9NVX7	hsa:55709	55709	KBTBD4	 kelch repeat and BTB domain containing 4
Q9NVZ3	hsa:55707	55707	NECAP2	 NECAP endocytosis associated 2
Q9NW08	hsa:55703	55703	POLR3B	 RNA polymerase III subunit B
Q9NW13	hsa:55131	55131	RBM28	 RNA binding motif protein 28
Q9NW15	hsa:55129	55129	ANO10	 anoctamin 10
Q9NW64	hsa:55696	55696	RBM22	 RNA binding motif protein 22
Q9NW68	hsa:55108	55108	BSDC1	 BSD domain containing 1
Q9NW75	hsa:55105	55105	GPATCH2	 G-patch domain containing 2
Q9NW81	hsa:55101	55101	DMAC2	 distal membrane arm assembly complex 2
Q9NW82	hsa:55100	55100	WDR70	 WD repeat domain 70
Q9NWA0	hsa:55090	55090	MED9	 mediator complex subunit 9
Q9NWB6	hsa:55082	55082	ARGLU1	 arginine and glutamate rich 1
Q9NWF9	hsa:54476	54476	RNF216	 ring finger protein 216
Q9NWH9	hsa:79811	79811	SLTM	 SAFB like transcription modulator
Q9NWK9	hsa:54680	54680	ZNHIT6	 zinc finger HIT-type containing 6
Q9NWL6	hsa:54529	54529	ASNSD1	 asparagine synthetase domain containing 1
Q9NWM3	hsa:404093	404093	CUEDC1	 CUE domain containing 1
Q9NWM8	hsa:55033	55033	FKBP14	 FK506 binding protein 14
Q9NWQ9	hsa:55017	55017	C14orf119	 chromosome 14 open reading frame 119
Q9NWS0	hsa:55011	55011	PIH1D1	 PIH1 domain containing 1
Q9NWS6	hsa:55007	55007	FAM118A	 family with sequence similarity 118 member A
Q9NWS8	hsa:55005	55005	RMND1	 required for meiotic nuclear division 1 homolog
Q9NWT1	hsa:55003	55003	PAK1IP1	 PAK1 interacting protein 1
Q9NWT6	hsa:55662	55662	HIF1AN	 hypoxia inducible factor 1 alpha subunit inhibitor
Q9NWU1	hsa:54995	54995	OXSM	" 3-oxoacyl-ACP synthase, mitochondrial"
Q9NWU2	hsa:54994	54994	GID8	 GID complex subunit 8 homolog
Q9NWU5	hsa:29093	29093	MRPL22	 mitochondrial ribosomal protein L22
Q9NWV4	hsa:54987	54987	C1orf123	 chromosome 1 open reading frame 123
Q9NWV8	hsa:29086	29086	BABAM1	 BRISC and BRCA1 A complex member 1
Q9NWX5	hsa:140459	140459	ASB6	 ankyrin repeat and SOCS box containing 6
Q9NWX6	hsa:54974	54974	THG1L	 tRNA-histidine guanylyltransferase 1 like
Q9NWY4	hsa:54969	54969	HPF1	 histone PARylation factor 1
Q9NWZ3	hsa:51135	51135	IRAK4	 interleukin 1 receptor associated kinase 4
Q9NWZ5	hsa:54963	54963	UCKL1	 uridine-cytidine kinase 1 like 1
Q9NWZ8	hsa:54960	54960	GEMIN8	 gem nuclear organelle associated protein 8
Q9NX00	hsa:54958	54958	TMEM160	 transmembrane protein 160
Q9NX01	hsa:54957	54957	TXNL4B	 thioredoxin like 4B
Q9NX02	hsa:55655	55655	NLRP2	 NLR family pyrin domain containing 2
Q9NX07	hsa:54952	54952	TRNAU1AP	 tRNA selenocysteine 1 associated protein 1
Q9NX08	hsa:54951	54951	COMMD8	 COMM domain containing 8
Q9NX14	hsa:54539	54539	NDUFB11	 NADH:ubiquinone oxidoreductase subunit B11
Q9NX18	hsa:54949	54949	SDHAF2	 succinate dehydrogenase complex assembly factor 2
Q9NX20	hsa:54948	54948	MRPL16	 mitochondrial ribosomal protein L16
Q9NX24	hsa:55651	55651	NHP2	 NHP2 ribonucleoprotein
Q9NX38	hsa:54942	54942	FAM206A	 family with sequence similarity 206 member A
Q9NX40	hsa:54940	54940	OCIAD1	 OCIA domain containing 1
Q9NX46	hsa:54936	54936	ADPRHL2	 ADP-ribosylhydrolase like 2
Q9NX47	hsa:54708	54708	Mar-05	 membrane associated ring-CH-type finger 5
Q9NX55	hsa:25764	25764	HYPK	 huntingtin interacting protein K
Q9NX58	hsa:55646	55646	LYAR	 Ly1 antibody reactive
Q9NX61	hsa:54929	54929	TMEM161A	 transmembrane protein 161A
Q9NX62	hsa:54928	54928	IMPAD1	 inositol monophosphatase domain containing 1
Q9NX63	hsa:54927	54927	CHCHD3	 coiled-coil-helix-coiled-coil-helix domain containing 3
Q9NX70	hsa:55588	55588	MED29	 mediator complex subunit 29
Q9NX74	hsa:54920	54920	DUS2	 dihydrouridine synthase 2
Q9NXA8	hsa:23408	23408	SIRT5	 sirtuin 5
Q9NXB0	hsa:54903	54903	MKS1	" Meckel syndrome, type 1"
Q9NXC5	hsa:54468	54468	MIOS	 meiosis regulator for oocyte development
Q9NXD2	hsa:54893	54893	MTMR10	 myotubularin related protein 10
Q9NXE4	hsa:55627	55627	SMPD4	 sphingomyelin phosphodiesterase 4
Q9NXE8	hsa:54883	54883	CWC25	 CWC25 spliceosome associated protein homolog
Q9NXF1	hsa:54881	54881	TEX10	 testis expressed 10
Q9NXF7	hsa:54876	54876	DCAF16	 DDB1 and CUL4 associated factor 16
Q9NXF8	hsa:55625	55625	ZDHHC7	 zinc finger DHHC-type containing 7
Q9NXG2	hsa:55623	55623	THUMPD1	 THUMP domain containing 1
Q9NXG6	hsa:54681	54681	P4HTM	" prolyl 4-hydroxylase, transmembrane"
Q9NXH8	hsa:54863	54863	TOR4A	 torsin family 4 member A
Q9NXH9	hsa:55621	55621	TRMT1	 tRNA methyltransferase 1
Q9NXK8	hsa:54850	54850	FBXL12	 F-box and leucine rich repeat protein 12
Q9NXN4	hsa:54834	54834	GDAP2	 ganglioside induced differentiation associated protein 2
Q9NXR1	hsa:54820	54820	NDE1	 nudE neurodevelopment protein 1
Q9NXR7	hsa:9577	9577	BABAM2	 BRISC and BRCA1 A complex member 2
Q9NXR8	hsa:54556	54556	ING3	 inhibitor of growth family member 3
Q9NXS2	hsa:54814	54814	QPCTL	 glutaminyl-peptide cyclotransferase like
Q9NXU5	hsa:54622	54622	ARL15	 ADP ribosylation factor like GTPase 15
Q9NXV2	hsa:54442	54442	KCTD5	 potassium channel tetramerization domain containing 5
Q9NXV6	hsa:55602	55602	CDKN2AIP	 CDKN2A interacting protein
Q9NXW2	hsa:54788	54788	DNAJB12	 DnaJ heat shock protein family (Hsp40) member B12
Q9NXW9	hsa:54784	54784	ALKBH4	" alkB homolog 4, lysine demethylase"
Q9NXX6	hsa:54780	54780	NSMCE4A	" NSE4 homolog A, SMC5-SMC6 complex component"
Q9NXZ1	hsa:55511	55511	SAGE1	 sarcoma antigen 1
Q9NXZ2	hsa:55510	55510	DDX43	 DEAD-box helicase 43
Q9NY12	hsa:54433	54433	GAR1	 GAR1 ribonucleoprotein
Q9NY26	hsa:27173	27173	SLC39A1	 solute carrier family 39 member 1
Q9NY27	hsa:151987	151987	PPP4R2	 protein phosphatase 4 regulatory subunit 2
Q9NY33	hsa:10072	10072	DPP3	 dipeptidyl peptidase 3
Q9NY35	hsa:56650	56650	CLDND1	 claudin domain containing 1
Q9NY61	hsa:26574	26574	AATF	 apoptosis antagonizing transcription factor
Q9NY65	hsa:51807	51807	TUBA8	 tubulin alpha 8
Q9NY93	hsa:54606	54606	DDX56	 DEAD-box helicase 56
Q9NYB0	hsa:54386	54386	TERF2IP	 TERF2 interacting protein
Q9NYB9	hsa:10152	10152	ABI2	 abl interactor 2
Q9NYF5	hsa:51306	51306	FAM13B	 family with sequence similarity 13 member B
Q9NYF8	hsa:9774	9774	BCLAF1	 BCL2 associated transcription factor 1
Q9NYG2	hsa:51304	51304	ZDHHC3	 zinc finger DHHC-type containing 3
Q9NYH9	hsa:55813	55813	UTP6	" UTP6, small subunit processome component"
Q9NYI0	hsa:23362	23362	PSD3	 pleckstrin and Sec7 domain containing 3
Q9NYJ8	hsa:23118	23118	TAB2	 TGF-beta activated kinase 1/MAP3K7 binding protein 2
Q9NYK5	hsa:54148	54148	MRPL39	 mitochondrial ribosomal protein L39
Q9NYL2	hsa:51776	51776	MAP3K20	 mitogen-activated protein kinase kinase kinase 20
Q9NYL9	hsa:29766	29766	TMOD3	 tropomodulin 3
Q9NYP3	hsa:29980	29980	DONSON	 downstream neighbor of SON
Q9NYP7	hsa:60481	60481	ELOVL5	 ELOVL fatty acid elongase 5
Q9NYP9	hsa:54069	54069	MIS18A	 MIS18 kinetochore protein A
Q9NYR9	hsa:28511	28511	NKIRAS2	 NFKB inhibitor interacting Ras like 2
Q9NYT0	hsa:26499	26499	PLEK2	 pleckstrin 2
Q9NYU1	hsa:55757	55757	UGGT2	 UDP-glucose glycoprotein glucosyltransferase 2
Q9NYU2	hsa:56886	56886	UGGT1	 UDP-glucose glycoprotein glucosyltransferase 1
Q9NYV4	hsa:51755	51755	CDK12	 cyclin dependent kinase 12
Q9NYV6	hsa:54700	54700	RRN3	" RRN3 homolog, RNA polymerase I transcription factor"
Q9NYY8	hsa:22868	22868	FASTKD2	 FAST kinase domains 2
Q9NYZ3	hsa:51512	51512	GTSE1	 G2 and S-phase expressed 1
Q9NZ01	hsa:9524	9524	TECR	" trans-2,3-enoyl-CoA reductase"
Q9NZ08	hsa:51752	51752	ERAP1	 endoplasmic reticulum aminopeptidase 1
Q9NZ09	hsa:51271	51271	UBAP1	 ubiquitin associated protein 1
Q9NZ32	hsa:55860	55860	ACTR10	 actin related protein 10 homolog
Q9NZ42	hsa:55851	55851	PSENEN	 presenilin enhancer gamma-secretase subunit
Q9NZ43	hsa:55850	55850	USE1	 unconventional SNARE in the ER 1
Q9NZ45	hsa:55847	55847	CISD1	 CDGSH iron sulfur domain 1
Q9NZ52	hsa:23163	23163	GGA3	" golgi associated, gamma adaptin ear containing, ARF binding protein 3"
Q9NZ53	hsa:50512	50512	PODXL2	 podocalyxin like 2
Q9NZ63	hsa:51759	51759	C9orf78	 chromosome 9 open reading frame 78
Q9NZB2	hsa:23196	23196	FAM120A	 family with sequence similarity 120A
Q9NZB8	hsa:4337	4337	MOCS1	 molybdenum cofactor synthesis 1
Q9NZC3	hsa:51573	51573	GDE1	 glycerophosphodiester phosphodiesterase 1
Q9NZC9	hsa:50485	50485	SMARCAL1	" SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"
Q9NZD2	hsa:51228	51228	GLTP	 glycolipid transfer protein
Q9NZD8	hsa:51324	51324	SPG21	" SPG21, maspardin"
Q9NZE8	hsa:51318	51318	MRPL35	 mitochondrial ribosomal protein L35
Q9NZI7	hsa:7342	7342	UBP1	 upstream binding protein 1 (LBP-1a)
Q9NZJ0	hsa:51514	51514	DTL	 denticleless E3 ubiquitin protein ligase homolog
Q9NZJ4	hsa:26278	26278	SACS	 sacsin molecular chaperone
Q9NZJ5	hsa:9451	9451	EIF2AK3	 eukaryotic translation initiation factor 2 alpha kinase 3
Q9NZJ6	hsa:51805	51805	COQ3	" coenzyme Q3, methyltransferase"
Q9NZJ7	hsa:23787	23787	MTCH1	 mitochondrial carrier 1
Q9NZJ9	hsa:11163	11163	NUDT4	 nudix hydrolase 4
Q9NZL4	hsa:23640	23640	HSPBP1	 HSPA (Hsp70) binding protein 1
Q9NZL9	hsa:27430	27430	MAT2B	 methionine adenosyltransferase 2B
Q9NZM1	hsa:26509	26509	MYOF	 myoferlin
Q9NZM3	hsa:50618	50618	ITSN2	 intersectin 2
Q9NZM5	hsa:29997	29997	NOP53	 NOP53 ribosome biogenesis factor
Q9NZN3	hsa:30845	30845	EHD3	 EH domain containing 3
Q9NZN4	hsa:30846	30846	EHD2	 EH domain containing 2
Q9NZN5	hsa:23365	23365	ARHGEF12	 Rho guanine nucleotide exchange factor 12
Q9NZN8	hsa:4848	4848	CNOT2	 CCR4-NOT transcription complex subunit 2
Q9NZQ3	hsa:51517	51517	NCKIPSD	 NCK interacting protein with SH3 domain
Q9NZQ7	hsa:29126	29126	CD274	 CD274 molecule
Q9NZT1	hsa:51806	51806	CALML5	 calmodulin like 5
Q9NZT2	hsa:11054	11054	OGFR	 opioid growth factor receptor
Q9NZU5	hsa:29995	29995	LMCD1	 LIM and cysteine rich domains 1
Q9NZV5	hsa:57190	57190	SELENON	 selenoprotein N
Q9NZW5	hsa:51678	51678	MPP6	 membrane palmitoylated protein 6
Q9NZZ3	hsa:51510	51510	CHMP5	 charged multivesicular body protein 5
Q9P000	hsa:29099	29099	COMMD9	 COMM domain containing 9
Q9P003	hsa:29097	29097	CNIH4	 cornichon family AMPA receptor auxiliary protein 4
Q9P013	hsa:51503	51503	CWC15	 CWC15 spliceosome associated protein homolog
Q9P015	hsa:29088	29088	MRPL15	 mitochondrial ribosomal protein L15
Q9P016	hsa:29087	29087	THYN1	 thymocyte nuclear protein 1
Q9P021	hsa:9419	9419	CRIPT	 CXXC repeat containing interactor of PDZ3 domain
Q9P031	hsa:29080	29080	CCDC59	 coiled-coil domain containing 59
Q9P032	hsa:29078	29078	NDUFAF4	 NADH:ubiquinone oxidoreductase complex assembly factor 4
Q9P035	hsa:51495	51495	HACD3	 3-hydroxyacyl-CoA dehydratase 3
Q9P086	hsa:400569	400569	MED11	 mediator complex subunit 11
Q9P0B6	hsa:154467	154467	CCDC167	 coiled-coil domain containing 167
Q9P0I2	hsa:55831	55831	EMC3	 ER membrane protein complex subunit 3
Q9P0J0	hsa:51079	51079	NDUFA13	 NADH:ubiquinone oxidoreductase subunit A13
Q9P0J1	hsa:54704	54704	PDP1	 pyruvate dehyrogenase phosphatase catalytic subunit 1
Q9P0J7	hsa:56888	56888	KCMF1	 potassium channel modulatory factor 1
Q9P0K7	hsa:26064	26064	RAI14	 retinoic acid induced 14
Q9P0L0	hsa:9218	9218	VAPA	 VAMP associated protein A
Q9P0M6	hsa:55506	55506	H2AFY2	 H2A histone family member Y2
Q9P0P0	hsa:51255	51255	RNF181	 ring finger protein 181
Q9P0P8	hsa:51250	51250	C6orf203	 chromosome 6 open reading frame 203
Q9P0R6	hsa:51527	51527	GSKIP	 GSK3B interacting protein
Q9P0S2	hsa:51241	51241	COX16	" COX16, cytochrome c oxidase assembly homolog"
Q9P0S3	hsa:94101	94101	ORMDL1	 ORMDL sphingolipid biosynthesis regulator 1
Q9P0S9	hsa:51522	51522	TMEM14C	 transmembrane protein 14C
Q9P0T7	hsa:252839	252839	TMEM9	 transmembrane protein 9
Q9P0U3	hsa:29843	29843	SENP1	 SUMO1/sentrin specific peptidase 1
Q9P0U4	hsa:30827	30827	CXXC1	 CXXC finger protein 1
Q9P0V3	hsa:23677	23677	SH3BP4	 SH3 domain binding protein 4
Q9P0V9	hsa:151011	151011	Sep-10	 septin 10
Q9P0W2	hsa:10362	10362	HMG20B	 high mobility group 20B
Q9P107	hsa:51291	51291	GMIP	 GEM interacting protein
Q9P121	hsa:50863	50863	NTM	 neurotrimin
Q9P1F3	hsa:58527	58527	ABRACL	 ABRA C-terminal like
Q9P1Q0	hsa:51542	51542	VPS54	" VPS54, GARP complex subunit"
Q9P1Y6	hsa:57661	57661	PHRF1	 PHD and ring finger domains 1
Q9P1Z2	hsa:57658	57658	CALCOCO1	 calcium binding and coiled-coil domain 1
Q9P206	hsa:57648	57648	KIAA1522	
Q9P219	hsa:440193	440193	CCDC88C	 coiled-coil domain containing 88C
Q9P227	hsa:57636	57636	ARHGAP23	 Rho GTPase activating protein 23
Q9P246	hsa:57620	57620	STIM2	 stromal interaction molecule 2
Q9P253	hsa:57617	57617	VPS18	" VPS18, CORVET/HOPS core subunit"
Q9P258	hsa:55920	55920	RCC2	 regulator of chromosome condensation 2
Q9P260	hsa:57614	57614	HsT3308	 KIAA1468
Q9P265	hsa:57609	57609	DIP2B	 disco interacting protein 2 homolog B
Q9P270	hsa:57606	57606	SLAIN2	 SLAIN motif family member 2
Q9P273	hsa:55714	55714	TENM3	 teneurin transmembrane protein 3
Q9P275	hsa:57602	57602	USP36	 ubiquitin specific peptidase 36
Q9P287	hsa:56647	56647	BCCIP	 BRCA2 and CDKN1A interacting protein
Q9P289	hsa:51765	51765	STK26	 serine/threonine kinase 26
Q9P291	hsa:51309	51309	ARMCX1	" armadillo repeat containing, X-linked 1"
Q9P2A4	hsa:51225	51225	ABI3	 ABI family member 3
Q9P2B2	hsa:5738	5738	PTGFRN	 prostaglandin F2 receptor inhibitor
Q9P2B4	hsa:55917	55917	CTTNBP2NL	 CTTNBP2 N-terminal like
Q9P2C4	hsa:57583	57583	TMEM181	 transmembrane protein 181
Q9P2D0	hsa:25998	25998	IBTK	 inhibitor of Bruton tyrosine kinase
Q9P2D1	hsa:55636	55636	CHD7	 chromodomain helicase DNA binding protein 7
Q9P2D3	hsa:54497	54497	HEATR5B	 HEAT repeat containing 5B
Q9P2E3	hsa:57169	57169	ZNFX1	 zinc finger NFX1-type containing 1
Q9P2E9	hsa:6238	6238	RRBP1	 ribosome binding protein 1
Q9P2G1	hsa:54467	54467	ANKIB1	 ankyrin repeat and IBR domain containing 1
Q9P2G9	hsa:57563	57563	KLHL8	 kelch like family member 8
Q9P2H5	hsa:57558	57558	USP35	 ubiquitin specific peptidase 35
Q9P2I0	hsa:53981	53981	CPSF2	 cleavage and polyadenylation specific factor 2
Q9P2J3	hsa:55958	55958	KLHL9	 kelch like family member 9
Q9P2J5	hsa:51520	51520	LARS	 leucyl-tRNA synthetase
Q9P2K3	hsa:55758	55758	RCOR3	 REST corepressor 3
Q9P2K5	hsa:50804	50804	MYEF2	 myelin expression factor 2
Q9P2K6	hsa:57542	57542	KLHL42	 kelch like family member 42
Q9P2K8	hsa:440275	440275	EIF2AK4	 eukaryotic translation initiation factor 2 alpha kinase 4
Q9P2L0	hsa:57539	57539	WDR35	 WD repeat domain 35
Q9P2M7	hsa:57530	57530	CGN	 cingulin
Q9P2N5	hsa:54439	54439	RBM27	 RNA binding motif protein 27
Q9P2N6	hsa:55683	55683	KANSL3	 KAT8 regulatory NSL complex subunit 3
Q9P2P6	hsa:57519	57519	STARD9	 StAR related lipid transfer domain containing 9
Q9P2Q2	hsa:55691	55691	FRMD4A	 FERM domain containing 4A
Q9P2R3	hsa:51479	51479	ANKFY1	 ankyrin repeat and FYVE domain containing 1
Q9P2R6	hsa:473	473	RERE	 arginine-glutamic acid dipeptide repeats
Q9P2R7	hsa:8803	8803	SUCLA2	 succinate-CoA ligase ADP-forming beta subunit
Q9P2S5	hsa:49856	49856	WRAP73	" WD repeat containing, antisense to TP73"
Q9P2T1	hsa:51292	51292	GMPR2	 guanosine monophosphate reductase 2
Q9P2W9	hsa:53407	53407	STX18	 syntaxin 18
Q9P2X0	hsa:54344	54344	DPM3	 dolichyl-phosphate mannosyltransferase subunit 3
Q9P2X3	hsa:55364	55364	IMPACT	 impact RWD domain protein
Q9P2Y4	hsa:51222	51222	ZNF219	 zinc finger protein 219
Q9P2Y5	hsa:7405	7405	UVRAG	 UV radiation resistance associated
Q9UBB4	hsa:25814	25814	ATXN10	 ataxin 10
Q9UBB5	hsa:8932	8932	MBD2	 methyl-CpG binding domain protein 2
Q9UBB6	hsa:23154	23154	NCDN	 neurochondrin
Q9UBB9	hsa:24144	24144	TFIP11	 tuftelin interacting protein 11
Q9UBC2	hsa:58513	58513	EPS15L1	 epidermal growth factor receptor pathway substrate 15 like 1
Q9UBD5	hsa:23595	23595	ORC3	 origin recognition complex subunit 3
Q9UBE0	hsa:10055	10055	SAE1	 SUMO1 activating enzyme subunit 1
Q9UBF2	hsa:26958	26958	COPG2	 coatomer protein complex subunit gamma 2
Q9UBF6	hsa:9616	9616	RNF7	 ring finger protein 7
Q9UBF8	hsa:5298	5298	PI4KB	 phosphatidylinositol 4-kinase beta
Q9UBG0	hsa:9902	9902	MRC2	 mannose receptor C type 2
Q9UBH6	hsa:9213	9213	XPR1	 xenotropic and polytropic retrovirus receptor 1
Q9UBI1	hsa:23412	23412	COMMD3	 COMM domain containing 3
Q9UBI6	hsa:55970	55970	GNG12	 G protein subunit gamma 12
Q9UBK8	hsa:4552	4552	MTRR	 5-methyltetrahydrofolate-homocysteine methyltransferase reductase
Q9UBK9	hsa:8409	8409	UXT	 ubiquitously expressed prefoldin like chaperone
Q9UBL3	hsa:9070	9070	ASH2L	 ASH2 like histone lysine methyltransferase complex subunit
Q9UBM7	hsa:1717	1717	DHCR7	 7-dehydrocholesterol reductase
Q9UBN7	hsa:10013	10013	HDAC6	 histone deacetylase 6
Q9UBP0	hsa:6683	6683	SPAST	 spastin
Q9UBP4	hsa:27122	27122	DKK3	 dickkopf WNT signaling pathway inhibitor 3
Q9UBP6	hsa:4234	4234	METTL1	 methyltransferase like 1
Q9UBQ0	hsa:51699	51699	VPS29	" VPS29, retromer complex component"
Q9UBQ5	hsa:27335	27335	EIF3K	 eukaryotic translation initiation factor 3 subunit K
Q9UBQ6	hsa:2135	2135	EXTL2	 exostosin like glycosyltransferase 2
Q9UBQ7	hsa:9380	9380	GRHPR	 glyoxylate and hydroxypyruvate reductase
Q9UBR2	hsa:1522	1522	CTSZ	 cathepsin Z
Q9UBS0	hsa:6199	6199	RPS6KB2	 ribosomal protein S6 kinase B2
Q9UBS4	hsa:51726	51726	DNAJB11	 DnaJ heat shock protein family (Hsp40) member B11
Q9UBS8	hsa:9604	9604	RNF14	 ring finger protein 14
Q9UBT2	hsa:10054	10054	UBA2	 ubiquitin like modifier activating enzyme 2
Q9UBT6	hsa:51426	51426	POLK	 DNA polymerase kappa
Q9UBT7	hsa:8727	8727	CTNNAL1	 catenin alpha like 1
Q9UBU7	hsa:10926	10926	DBF4	 DBF4 zinc finger
Q9UBU8	hsa:10933	10933	MORF4L1	 mortality factor 4 like 1
Q9UBU9	hsa:10482	10482	NXF1	 nuclear RNA export factor 1
Q9UBV2	hsa:6400	6400	SEL1L	 SEL1L ERAD E3 ligase adaptor subunit
Q9UBV7	hsa:11285	11285	B4GALT7	" beta-1,4-galactosyltransferase 7"
Q9UBV8	hsa:553115	553115	PEF1	 penta-EF-hand domain containing 1
Q9UBW7	hsa:7750	7750	ZMYM2	 zinc finger MYM-type containing 2
Q9UBW8	hsa:50813	50813	COPS7A	 COP9 signalosome subunit 7A
Q9UBX1	hsa:8722	8722	CTSF	 cathepsin F
Q9UBX3	hsa:1468	1468	SLC25A10	 solute carrier family 25 member 10
Q9UDR5	hsa:10157	10157	AASS	 aminoadipate-semialdehyde synthase
Q9UDT6	hsa:7461	7461	CLIP2	 CAP-Gly domain containing linker protein 2
Q9UDW1	hsa:29796	29796	UQCR10	" ubiquinol-cytochrome c reductase, complex III subunit X"
Q9UDW3	hsa:55954	55954	ZMAT5	 zinc finger matrin-type 5
Q9UDX5	hsa:51537	51537	MTFP1	 mitochondrial fission process 1
Q9UDY2	hsa:9414	9414	TJP2	 tight junction protein 2
Q9UDY4	hsa:11080	11080	DNAJB4	 DnaJ heat shock protein family (Hsp40) member B4
Q9UDY8	hsa:10892	10892	MALT1	 MALT1 paracaspase
Q9UEE5	hsa:9263	9263	STK17A	 serine/threonine kinase 17a
Q9UEE9	hsa:10428	10428	CFDP1	 craniofacial development protein 1
Q9UER7	hsa:1616	1616	DAXX	 death domain associated protein
Q9UET6	hsa:24140	24140	FTSJ1	 FtsJ RNA methyltransferase homolog 1 (E. coli)
Q9UEU0	hsa:10490	10490	VTI1B	 vesicle transport through interaction with t-SNAREs 1B
Q9UEW8	hsa:27347	27347	STK39	 serine/threonine kinase 39
Q9UEY8	hsa:120	120	ADD3	 adducin 3
Q9UF56	hsa:64839	64839	FBXL17	 F-box and leucine rich repeat protein 17
Q9UFC0	hsa:222229	222229	LRWD1	 leucine rich repeats and WD repeat domain containing 1
Q9UFG5	hsa:148223	148223	C19orf25	 chromosome 19 open reading frame 25
Q9UFN0	hsa:25934	25934	NIPSNAP3A	 nipsnap homolog 3A
Q9UFW8	hsa:8545	8545	CGGBP1	 CGG triplet repeat binding protein 1
