Uniprot Entry	Rep1	Rep2
>sp|Q9Y6K5|OAS3_HUMAN 2'-5'-oligoadenylate synthase 3 OS=Homo sapiens GN=OAS3 PE=1 SV=3	38.16	44.54
>sp|O94919|ENDD1_HUMAN Endonuclease domain-containing 1 protein OS=Homo sapiens GN=ENDOD1 PE=1 SV=2	14.69	21.22
>sp|O76054|S14L2_HUMAN SEC14-like protein 2 OS=Homo sapiens GN=SEC14L2 PE=1 SV=1	429.86	589.90
>sp|Q16625-4|OCLN_HUMAN Isoform 4 of Occludin OS=Homo sapiens GN=OCLN	8.06	8.35
>sp|Q9H944|MED20_HUMAN Mediator of RNA polymerase II transcription subunit 20 OS=Homo sapiens GN=MED20 PE=1 SV=1	74.21	17.52
>sp|P49247|RPIA_HUMAN Ribose-5-phosphate isomerase OS=Homo sapiens GN=RPIA PE=1 SV=3	53.26	5.41
>sp|P52657|T2AG_HUMAN Transcription initiation factor IIA subunit 2 OS=Homo sapiens GN=GTF2A2 PE=1 SV=1	6.69	3.42
>sp|Q9HCN4|GPN1_HUMAN GPN-loop GTPase 1 OS=Homo sapiens GN=GPN1 PE=1 SV=1	29.80	35.48
>sp|Q9Y613|FHOD1_HUMAN FH1/FH2 domain-containing protein 1 OS=Homo sapiens GN=FHOD1 PE=1 SV=3	32.75	13.59
>sp|Q9H9Q4|NHEJ1_HUMAN Non-homologous end-joining factor 1 OS=Homo sapiens GN=NHEJ1 PE=1 SV=1	52.62	66.64
>sp|Q9H1E5|TMX4_HUMAN Thioredoxin-related transmembrane protein 4 OS=Homo sapiens GN=TMX4 PE=1 SV=1	107.15	174.85
>sp|Q9BQE9|BCL7B_HUMAN B-cell CLL/lymphoma 7 protein family member B OS=Homo sapiens GN=BCL7B PE=1 SV=1	4.31	24.51
>sp|Q7Z5G4|GOGA7_HUMAN Golgin subfamily A member 7 OS=Homo sapiens GN=GOLGA7 PE=1 SV=2	7.23	10.99
>sp|Q96F63|CCD97_HUMAN Coiled-coil domain-containing protein 97 OS=Homo sapiens GN=CCDC97 PE=1 SV=1	8.46	2.79
>sp|Q8NBM4|UBAC2_HUMAN Ubiquitin-associated domain-containing protein 2 OS=Homo sapiens GN=UBAC2 PE=2 SV=1	5.75	29.69
>sp|Q96C57|CL043_HUMAN Uncharacterized protein C12orf43 OS=Homo sapiens GN=C12orf43 PE=1 SV=2	16.15	14.25
>sp|Q15561|TEAD4_HUMAN Transcriptional enhancer factor TEF-3 OS=Homo sapiens GN=TEAD4 PE=1 SV=3	7.32	0.62
>sp|O14681|EI24_HUMAN Etoposide-induced protein 2.4 homolog OS=Homo sapiens GN=EI24 PE=1 SV=4	11.37	73.31
>sp|P12882|MYH1_HUMAN Myosin-1 OS=Homo sapiens GN=MYH1 PE=1 SV=3	3.96	21.00
>sp|Q9UKX2|MYH2_HUMAN Myosin-2 OS=Homo sapiens GN=MYH2 PE=1 SV=1	3.93	20.86
>sp|Q9Y623|MYH4_HUMAN Myosin-4 OS=Homo sapiens GN=MYH4 PE=1 SV=2	3.91	20.72
>sp|Q9UPE1-2|SRPK3_HUMAN Isoform 2 of SRSF protein kinase 3 OS=Homo sapiens GN=SRPK3	16.04	0.42
>sp|P56589|PEX3_HUMAN Peroxisomal biogenesis factor 3 OS=Homo sapiens GN=PEX3 PE=1 SV=1	18.34	26.66
>sp|Q9P086|MED11_HUMAN Mediator of RNA polymerase II transcription subunit 11 OS=Homo sapiens GN=MED11 PE=1 SV=2	12.07	17.38
>sp|P12883|MYH7_HUMAN Myosin-7 OS=Homo sapiens GN=MYH7 PE=1 SV=5	3.94	20.92
>sp|Q12893|TM115_HUMAN Transmembrane protein 115 OS=Homo sapiens GN=TMEM115 PE=1 SV=1	6.00	30.71
>sp|P13535|MYH8_HUMAN Myosin-8 OS=Homo sapiens GN=MYH8 PE=1 SV=3	3.95	20.98
>sp|Q96G46|DUS3L_HUMAN tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like OS=Homo sapiens GN=DUS3L PE=1 SV=2	20.14	23.08
>sp|Q9UKX3|MYH13_HUMAN Myosin-13 OS=Homo sapiens GN=MYH13 PE=1 SV=2	4.02	21.33
>sp|Q12955|ANK3_HUMAN Ankyrin-3 OS=Homo sapiens GN=ANK3 PE=1 SV=3	6.14	5.43
>sp|Q9NX05|F120C_HUMAN Constitutive coactivator of PPAR-gamma-like protein 2 OS=Homo sapiens GN=FAM120C PE=2 SV=3	22.15	10.16
>sp|Q04864|REL_HUMAN Proto-oncogene c-Rel OS=Homo sapiens GN=REL PE=1 SV=1	11.88	14.61
>sp|Q9Y4C2|F115A_HUMAN Protein FAM115A OS=Homo sapiens GN=FAM115A PE=1 SV=3	5.89	5.87
>sp|O75582|KS6A5_HUMAN Ribosomal protein S6 kinase alpha-5 OS=Homo sapiens GN=RPS6KA5 PE=1 SV=1	20.63	15.04
>sp|Q93100-4|KPBB_HUMAN Isoform 4 of Phosphorylase b kinase regulatory subunit beta OS=Homo sapiens GN=PHKB	8.13	27.99
>sp|Q9NW15|ANO10_HUMAN Anoctamin-10 OS=Homo sapiens GN=ANO10 PE=1 SV=2	1.11	10.30
>sp|Q96G28|CC104_HUMAN Coiled-coil domain-containing protein 104 OS=Homo sapiens GN=CCDC104 PE=1 SV=2	4.68	5.90
>sp|Q16594|TAF9_HUMAN Transcription initiation factor TFIID subunit 9 OS=Homo sapiens GN=TAF9 PE=1 SV=1	29.99	8.16
>sp|Q5MNZ6|WIPI3_HUMAN WD repeat domain phosphoinositide-interacting protein 3 OS=Homo sapiens GN=WDR45L PE=2 SV=2	3.48	11.07
>sp|O00400|ACATN_HUMAN Acetyl-coenzyme A transporter 1 OS=Homo sapiens GN=SLC33A1 PE=1 SV=1	3.66	25.73
>sp|Q9HCM4-2|E41L5_HUMAN Isoform 2 of Band 4.1-like protein 5 OS=Homo sapiens GN=EPB41L5	4.40	2.42
>sp|O43293|DAPK3_HUMAN Death-associated protein kinase 3 OS=Homo sapiens GN=DAPK3 PE=1 SV=1	3.82	2.75
>sp|Q9H4Z3|PCIF1_HUMAN Phosphorylated CTD-interacting factor 1 OS=Homo sapiens GN=PCIF1 PE=1 SV=1	4.57	4.06
>sp|Q14689|DIP2A_HUMAN Disco-interacting protein 2 homolog A OS=Homo sapiens GN=DIP2A PE=1 SV=2	15.72	1.44
>sp|Q92766|RREB1_HUMAN Ras-responsive element-binding protein 1 OS=Homo sapiens GN=RREB1 PE=1 SV=3	0.36	1.46
>sp|Q9HCM4-3|E41L5_HUMAN Isoform 3 of Band 4.1-like protein 5 OS=Homo sapiens GN=EPB41L5	3.46	1.90
>sp|O00459|P85B_HUMAN Phosphatidylinositol 3-kinase regulatory subunit beta OS=Homo sapiens GN=PIK3R2 PE=1 SV=2	0.41	6.58
>sp|Q96MG7|MAGG1_HUMAN Melanoma-associated antigen G1 OS=Homo sapiens GN=NDNL2 PE=1 SV=1	3.97	7.53
>sp|Q9ULQ0|FA40B_HUMAN Protein FAM40B OS=Homo sapiens GN=FAM40B PE=2 SV=2	1.79	8.09
>sp|Q9UNH6|SNX7_HUMAN Sorting nexin-7 OS=Homo sapiens GN=SNX7 PE=1 SV=1	3.12	10.46
>sp|Q5VW36|FOCAD_HUMAN Focadhesin OS=Homo sapiens GN=FOCAD PE=1 SV=1	2.83	8.19
>sp|Q5TA45-2|INT11_HUMAN Isoform 2 of Integrator complex subunit 11 OS=Homo sapiens GN=CPSF3L	11.92	4.81
>sp|Q8TF01|PNISR_HUMAN Arginine/serine-rich protein PNISR OS=Homo sapiens GN=PNISR PE=1 SV=2	1.21	3.49
>sp|Q15047-3|SETB1_HUMAN Isoform 3 of Histone-lysine N-methyltransferase SETDB1 OS=Homo sapiens GN=SETDB1	0.84	1.52
>sp|Q6ZMI0|PPR21_HUMAN Protein phosphatase 1 regulatory subunit 21 OS=Homo sapiens GN=PPP1R21 PE=1 SV=1	17.49	4.46
>sp|Q9BYP7-3|WNK3_HUMAN Isoform 3 of Serine/threonine-protein kinase WNK3 OS=Homo sapiens GN=WNK3	0.31	6.13
>sp|Q99707|METH_HUMAN Methionine synthase OS=Homo sapiens GN=MTR PE=1 SV=2	9.25	8.93
>sp|Q15751|HERC1_HUMAN Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens GN=HERC1 PE=1 SV=2	0.17	8.04
>sp|P42356|PI4KA_HUMAN Phosphatidylinositol 4-kinase alpha OS=Homo sapiens GN=PI4KA PE=1 SV=3	4.11	4.97
>sp|O15085|ARHGB_HUMAN Rho guanine nucleotide exchange factor 11 OS=Homo sapiens GN=ARHGEF11 PE=1 SV=1	1.47	0.65
>sp|Q9P2E3|ZNFX1_HUMAN NFX1-type zinc finger-containing protein 1 OS=Homo sapiens GN=ZNFX1 PE=1 SV=2	0.21	0.66
>sp|Q9Y4E5-2|ZN451_HUMAN Isoform 2 of Zinc finger protein 451 OS=Homo sapiens GN=ZNF451	2.28	3.24
>sp|P80723|BASP1_HUMAN Brain acid soluble protein 1 OS=Homo sapiens GN=BASP1 PE=1 SV=2	785.07	422.98
>sp|P42330|AK1C3_HUMAN Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4	1696.82	1582.98
">sp|P12074|CX6A1_HUMAN Cytochrome c oxidase subunit 6A1, mitochondrial OS=Homo sapiens GN=COX6A1 PE=1 SV=4"	1216.02	3411.72
>sp|O95816|BAG2_HUMAN BAG family molecular chaperone regulator 2 OS=Homo sapiens GN=BAG2 PE=1 SV=1	413.82	409.41
">sp|Q15323|K1H1_HUMAN Keratin, type I cuticular Ha1 OS=Homo sapiens GN=KRT31 PE=2 SV=3"	199.48	841.29
">sp|Q14525|KT33B_HUMAN Keratin, type I cuticular Ha3-II OS=Homo sapiens GN=KRT33B PE=2 SV=3"	190.41	803.05
>sp|Q6NXG1-4|ESRP1_HUMAN Isoform 4 of Epithelial splicing regulatory protein 1 OS=Homo sapiens GN=ESRP1	20.32	12.90
>sp|Q6NXG1|ESRP1_HUMAN Epithelial splicing regulatory protein 1 OS=Homo sapiens GN=ESRP1 PE=1 SV=2	20.09	12.76
>sp|P19823|ITIH2_HUMAN Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens GN=ITIH2 PE=1 SV=2	53.75	29.55
">sp|O76014|KRT37_HUMAN Keratin, type I cuticular Ha7 OS=Homo sapiens GN=KRT37 PE=2 SV=3"	170.29	718.18
>sp|Q8N1A0-2|KT222_HUMAN Isoform 2 of Keratin-like protein KRT222 OS=Homo sapiens GN=KRT222	161.64	15.20
>sp|P00747|PLMN_HUMAN Plasminogen OS=Homo sapiens GN=PLG PE=1 SV=2	8.54	3.07
>sp|P26006|ITA3_HUMAN Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=1 SV=5	705.72	891.28
>sp|P40306|PSB10_HUMAN Proteasome subunit beta type-10 OS=Homo sapiens GN=PSMB10 PE=1 SV=1	3.32	15.49
>sp|O95154|ARK73_HUMAN Aflatoxin B1 aldehyde reductase member 3 OS=Homo sapiens GN=AKR7A3 PE=1 SV=2	19.00	41.88
>sp|Q7Z7K6|CENPV_HUMAN Centromere protein V OS=Homo sapiens GN=CENPV PE=1 SV=1	13.68	5.63
>sp|P48960|CD97_HUMAN CD97 antigen OS=Homo sapiens GN=CD97 PE=1 SV=4	8.95	7.98
>sp|P48960-3|CD97_HUMAN Isoform 3 of CD97 antigen OS=Homo sapiens GN=CD97	8.84	7.89
>sp|Q9NTX5-2|ECHD1_HUMAN Isoform 2 of Ethylmalonyl-CoA decarboxylase OS=Homo sapiens GN=ECHDC1	208.90	313.40
>sp|Q9P0U1|TOM7_HUMAN Mitochondrial import receptor subunit TOM7 homolog OS=Homo sapiens GN=TOMM7 PE=1 SV=1	283.43	220.45
>sp|P49441|INPP_HUMAN Inositol polyphosphate 1-phosphatase OS=Homo sapiens GN=INPP1 PE=1 SV=1	107.51	54.17
>sp|O95167|NDUA3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Homo sapiens GN=NDUFA3 PE=1 SV=1	133.95	149.47
>sp|Q9BSR8|YIPF4_HUMAN Protein YIPF4 OS=Homo sapiens GN=YIPF4 PE=1 SV=1	57.96	27.88
>sp|Q5JS54|PSMG4_HUMAN Proteasome assembly chaperone 4 OS=Homo sapiens GN=PSMG4 PE=2 SV=2	69.96	44.84
>sp|Q13287|NMI_HUMAN N-myc-interactor OS=Homo sapiens GN=NMI PE=1 SV=2	4.09	8.15
>sp|Q9H3Z4|DNJC5_HUMAN DnaJ homolog subfamily C member 5 OS=Homo sapiens GN=DNAJC5 PE=1 SV=1	46.08	177.59
">sp|P15291|B4GT1_HUMAN Beta-1,4-galactosyltransferase 1 OS=Homo sapiens GN=B4GALT1 PE=1 SV=5"	61.98	93.11
>sp|Q9HD34|LYRM4_HUMAN LYR motif-containing protein 4 OS=Homo sapiens GN=LYRM4 PE=1 SV=1	180.50	149.82
>sp|Q9BST9|RTKN_HUMAN Rhotekin OS=Homo sapiens GN=RTKN PE=1 SV=2	59.65	131.11
">sp|O43924|PDE6D_HUMAN Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta OS=Homo sapiens GN=PDE6D PE=1 SV=1"	7.88	32.16
>sp|O94832|MYO1D_HUMAN Unconventional myosin-Id OS=Homo sapiens GN=MYO1D PE=1 SV=2	44.16	63.15
>sp|Q12955-4|ANK3_HUMAN Isoform 2 of Ankyrin-3 OS=Homo sapiens GN=ANK3	18.68	16.41
>sp|Q14435|GALT3_HUMAN Polypeptide N-acetylgalactosaminyltransferase 3 OS=Homo sapiens GN=GALNT3 PE=2 SV=2	25.22	39.37
>sp|Q9NP84|TNR12_HUMAN Tumor necrosis factor receptor superfamily member 12A OS=Homo sapiens GN=TNFRSF12A PE=1 SV=1	1.86	8.88
>sp|Q92481|AP2B_HUMAN Transcription factor AP-2-beta OS=Homo sapiens GN=TFAP2B PE=1 SV=2	4.04	11.68
>sp|Q9Y6Y0|NS1BP_HUMAN Influenza virus NS1A-binding protein OS=Homo sapiens GN=IVNS1ABP PE=1 SV=3	9.96	26.00
>sp|P49914|MTHFS_HUMAN 5-formyltetrahydrofolate cyclo-ligase OS=Homo sapiens GN=MTHFS PE=1 SV=2	52.76	66.08
>sp|Q9H4L5-2|OSBL3_HUMAN Isoform 1b of Oxysterol-binding protein-related protein 3 OS=Homo sapiens GN=OSBPL3	33.10	44.76
>sp|Q9H4L5|OSBL3_HUMAN Oxysterol-binding protein-related protein 3 OS=Homo sapiens GN=OSBPL3 PE=1 SV=1	31.17	42.15
>sp|P38571-2|LICH_HUMAN Isoform 2 of Lysosomal acid lipase/cholesteryl ester hydrolase OS=Homo sapiens GN=LIPA	31.49	67.67
>sp|Q92466|DDB2_HUMAN DNA damage-binding protein 2 OS=Homo sapiens GN=DDB2 PE=1 SV=1	74.51	66.53
>sp|Q86VX2|COMD7_HUMAN COMM domain-containing protein 7 OS=Homo sapiens GN=COMMD7 PE=1 SV=2	12.88	79.32
>sp|Q8IY95-2|TM192_HUMAN Isoform 2 of Transmembrane protein 192 OS=Homo sapiens GN=TMEM192	53.78	66.15
>sp|Q8NC54|KCT2_HUMAN Keratinocyte-associated transmembrane protein 2 OS=Homo sapiens GN=KCT2 PE=2 SV=2	133.47	8.37
>sp|O95479|G6PE_HUMAN GDH/6PGL endoplasmic bifunctional protein OS=Homo sapiens GN=H6PD PE=1 SV=2	9.44	7.25
>sp|Q15527|SURF2_HUMAN Surfeit locus protein 2 OS=Homo sapiens GN=SURF2 PE=1 SV=3	3.97	10.69
>sp|O95396|MOCS3_HUMAN Adenylyltransferase and sulfurtransferase MOCS3 OS=Homo sapiens GN=MOCS3 PE=1 SV=1	20.87	11.71
>sp|Q9BUK6|MSTO1_HUMAN Protein misato homolog 1 OS=Homo sapiens GN=MSTO1 PE=1 SV=1	22.36	16.97
>sp|Q9NVM6|DJC17_HUMAN DnaJ homolog subfamily C member 17 OS=Homo sapiens GN=DNAJC17 PE=1 SV=1	23.98	41.78
>sp|O96017|CHK2_HUMAN Serine/threonine-protein kinase Chk2 OS=Homo sapiens GN=CHEK2 PE=1 SV=1	0.76	3.96
>sp|Q96PU5-7|NED4L_HUMAN Isoform 7 of E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens GN=NEDD4L	17.80	21.62
>sp|Q9NZW5|MPP6_HUMAN MAGUK p55 subfamily member 6 OS=Homo sapiens GN=MPP6 PE=1 SV=2	11.98	27.65
>sp|Q10472|GALT1_HUMAN Polypeptide N-acetylgalactosaminyltransferase 1 OS=Homo sapiens GN=GALNT1 PE=1 SV=1	27.20	17.52
">sp|Q5HYK3|COQ5_HUMAN 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Homo sapiens GN=COQ5 PE=1 SV=2"	128.13	46.58
>sp|Q96RQ1|ERGI2_HUMAN Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Homo sapiens GN=ERGIC2 PE=1 SV=2	11.04	37.90
>sp|Q9Y5A7-2|NUB1_HUMAN Isoform 2 of NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1	1.88	10.86
>sp|Q9Y2V7|COG6_HUMAN Conserved oligomeric Golgi complex subunit 6 OS=Homo sapiens GN=COG6 PE=1 SV=2	9.16	20.78
>sp|P10398|ARAF_HUMAN Serine/threonine-protein kinase A-Raf OS=Homo sapiens GN=ARAF PE=1 SV=2	6.56	12.44
>sp|P48454-2|PP2BC_HUMAN Isoform 2 of Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform OS=Homo sapiens GN=PPP3CC	18.15	43.21
>sp|A3KMH1-3|VWA8_HUMAN Isoform 3 of von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8	74.07	68.31
">sp|Q9UKU7|ACAD8_HUMAN Isobutyryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACAD8 PE=1 SV=1"	8.84	14.24
>sp|O75330-2|HMMR_HUMAN Isoform 2 of Hyaluronan mediated motility receptor OS=Homo sapiens GN=HMMR	0.44	2.56
>sp|O15530-3|PDPK1_HUMAN Isoform 3 of 3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1	17.79	6.85
>sp|Q8IXI2-4|MIRO1_HUMAN Isoform 4 of Mitochondrial Rho GTPase 1 OS=Homo sapiens GN=RHOT1	22.16	37.13
>sp|Q53LP3|SWAHC_HUMAN Ankyrin repeat domain-containing protein SOWAHC OS=Homo sapiens GN=SOWAHC PE=1 SV=1	18.80	30.37
>sp|Q01167|FOXK2_HUMAN Forkhead box protein K2 OS=Homo sapiens GN=FOXK2 PE=1 SV=3	1.11	6.05
>sp|Q63ZY3-3|KANK2_HUMAN Isoform 3 of KN motif and ankyrin repeat domain-containing protein 2 OS=Homo sapiens GN=KANK2	0.83	3.44
>sp|O43913|ORC5_HUMAN Origin recognition complex subunit 5 OS=Homo sapiens GN=ORC5 PE=1 SV=1	32.29	2.71
>sp|O95674|CDS2_HUMAN Phosphatidate cytidylyltransferase 2 OS=Homo sapiens GN=CDS2 PE=1 SV=1	22.99	29.15
>sp|Q9NYL2|MLTK_HUMAN Mitogen-activated protein kinase kinase kinase MLT OS=Homo sapiens GN=MLTK PE=1 SV=3	34.54	31.13
>sp|Q92805|GOGA1_HUMAN Golgin subfamily A member 1 OS=Homo sapiens GN=GOLGA1 PE=1 SV=3	1.28	2.28
>sp|Q96NB3|ZN830_HUMAN Zinc finger protein 830 OS=Homo sapiens GN=ZNF830 PE=1 SV=2	5.71	2.64
>sp|Q9P0P8|CF203_HUMAN Uncharacterized protein C6orf203 OS=Homo sapiens GN=C6orf203 PE=1 SV=1	9.86	9.29
>sp|P20585|MSH3_HUMAN DNA mismatch repair protein Msh3 OS=Homo sapiens GN=MSH3 PE=1 SV=4	5.51	5.04
>sp|Q9BRQ0|PYGO2_HUMAN Pygopus homolog 2 OS=Homo sapiens GN=PYGO2 PE=1 SV=2	0.31	4.87
>sp|Q86Y07|VRK2_HUMAN Serine/threonine-protein kinase VRK2 OS=Homo sapiens GN=VRK2 PE=1 SV=3	10.25	8.91
">sp|Q96P48|ARAP1_HUMAN Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ARAP1 PE=1 SV=3"	10.09	6.58
>sp|Q7Z3J2|CP062_HUMAN UPF0505 protein C16orf62 OS=Homo sapiens GN=C16orf62 PE=1 SV=2	10.80	21.15
>sp|Q03111|ENL_HUMAN Protein ENL OS=Homo sapiens GN=MLLT1 PE=1 SV=2	1.51	2.01
>sp|Q9Y2H6-2|FND3A_HUMAN Isoform 2 of Fibronectin type-III domain-containing protein 3A OS=Homo sapiens GN=FNDC3A	5.86	9.26
>sp|Q6P1K8|T2H2L_HUMAN General transcription factor IIH subunit 2-like protein OS=Homo sapiens GN=GTF2H2C PE=2 SV=1	12.18	3.34
>sp|Q9H6S0|YTDC2_HUMAN Probable ATP-dependent RNA helicase YTHDC2 OS=Homo sapiens GN=YTHDC2 PE=1 SV=2	12.11	11.78
>sp|Q9NWT6|HIF1N_HUMAN Hypoxia-inducible factor 1-alpha inhibitor OS=Homo sapiens GN=HIF1AN PE=1 SV=2	4.47	3.03
>sp|Q8NB46|ANR52_HUMAN Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C OS=Homo sapiens GN=ANKRD52 PE=1 SV=3	0.23	2.80
>sp|Q9Y4K4|M4K5_HUMAN Mitogen-activated protein kinase kinase kinase kinase 5 OS=Homo sapiens GN=MAP4K5 PE=1 SV=1	4.96	6.19
>sp|Q96PY5-3|FMNL2_HUMAN Isoform 2 of Formin-like protein 2 OS=Homo sapiens GN=FMNL2	11.57	14.56
">sp|Q14643-4|ITPR1_HUMAN Isoform 4 of Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens GN=ITPR1"	24.26	12.48
>sp|Q0JRZ9|FCHO2_HUMAN FCH domain only protein 2 OS=Homo sapiens GN=FCHO2 PE=1 SV=2	3.94	8.04
>sp|O75592-2|MYCB2_HUMAN Isoform 2 of Probable E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens GN=MYCBP2	4.57	5.54
>sp|Q02040|AK17A_HUMAN A-kinase anchor protein 17A OS=Homo sapiens GN=AKAP17A PE=1 SV=2	4.83	1.90
>sp|O75145-2|LIPA3_HUMAN Isoform 2 of Liprin-alpha-3 OS=Homo sapiens GN=PPFIA3	6.78	0.81
>sp|Q9C0B0|UNK_HUMAN RING finger protein unkempt homolog OS=Homo sapiens GN=UNK PE=1 SV=2	1.23	1.02
>sp|Q96RL1|UIMC1_HUMAN BRCA1-A complex subunit RAP80 OS=Homo sapiens GN=UIMC1 PE=1 SV=2	2.71	1.37
>sp|Q9P0U4|CXXC1_HUMAN CpG-binding protein OS=Homo sapiens GN=CXXC1 PE=1 SV=2	0.93	2.02
>sp|O00255-3|MEN1_HUMAN Isoform 3 of Menin OS=Homo sapiens GN=MEN1	3.11	4.53
>sp|O94964|SOGA1_HUMAN Protein SOGA1 OS=Homo sapiens GN=SOGA1 PE=1 SV=2	0.75	0.22
>sp|O60293-2|ZC3H1_HUMAN Isoform 2 of Zinc finger C3H1 domain-containing protein OS=Homo sapiens GN=ZFC3H1	1.07	12.28
>sp|O94964-2|SOGA1_HUMAN Isoform 2 of Protein SOGA1 OS=Homo sapiens GN=SOGA1	0.68	0.20
>sp|Q6NW34|CC017_HUMAN Uncharacterized protein C3orf17 OS=Homo sapiens GN=C3orf17 PE=1 SV=3	18.67	4.06
>sp|Q8IWB9|TEX2_HUMAN Testis-expressed sequence 2 protein OS=Homo sapiens GN=TEX2 PE=1 SV=2	1.99	1.16
>sp|O95248|MTMR5_HUMAN Myotubularin-related protein 5 OS=Homo sapiens GN=SBF1 PE=1 SV=3	4.81	3.01
>sp|O95248-4|MTMR5_HUMAN Isoform 4 of Myotubularin-related protein 5 OS=Homo sapiens GN=SBF1	5.06	3.20
>sp|Q9UPY3|DICER_HUMAN Endoribonuclease Dicer OS=Homo sapiens GN=DICER1 PE=1 SV=3	1.83	0.49
>sp|Q7Z3E2|CJ118_HUMAN Uncharacterized protein C10orf118 OS=Homo sapiens GN=C10orf118 PE=2 SV=2	0.09	0.40
>sp|Q6ZT07|TBCD9_HUMAN TBC1 domain family member 9 OS=Homo sapiens GN=TBC1D9 PE=1 SV=2	0.34	5.71
>sp|Q13315|ATM_HUMAN Serine-protein kinase ATM OS=Homo sapiens GN=ATM PE=1 SV=3	0.79	1.78
>sp|Q04828|AK1C1_HUMAN Aldo-keto reductase family 1 member C1 OS=Homo sapiens GN=AKR1C1 PE=1 SV=1	2269.51	2116.37
>sp|P52895|AK1C2_HUMAN Aldo-keto reductase family 1 member C2 OS=Homo sapiens GN=AKR1C2 PE=1 SV=3	2012.94	2202.31
>sp|Q03135|CAV1_HUMAN Caveolin-1 OS=Homo sapiens GN=CAV1 PE=1 SV=4	1323.22	3900.30
>sp|P20742|PZP_HUMAN Pregnancy zone protein OS=Homo sapiens GN=PZP PE=1 SV=4	117.36	145.66
">sp|P17540|KCRS_HUMAN Creatine kinase S-type, mitochondrial OS=Homo sapiens GN=CKMT2 PE=1 SV=2"	469.47	588.36
>sp|O00425|IF2B3_HUMAN Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens GN=IGF2BP3 PE=1 SV=2	93.02	123.91
>sp|P32455|GBP1_HUMAN Interferon-induced guanylate-binding protein 1 OS=Homo sapiens GN=GBP1 PE=1 SV=2	12.69	41.74
>sp|Q7Z7K6-3|CENPV_HUMAN Isoform 3 of Centromere protein V OS=Homo sapiens GN=CENPV	12.71	5.52
>sp|Q8WUP2|FBLI1_HUMAN Filamin-binding LIM protein 1 OS=Homo sapiens GN=FBLIM1 PE=1 SV=2	144.44	72.28
>sp|Q9Y4K1|AIM1_HUMAN Absent in melanoma 1 protein OS=Homo sapiens GN=AIM1 PE=1 SV=3	139.00	135.49
>sp|Q9BVJ7|DUS23_HUMAN Dual specificity protein phosphatase 23 OS=Homo sapiens GN=DUSP23 PE=1 SV=1	379.60	783.74
>sp|Q9Y294|ASF1A_HUMAN Histone chaperone ASF1A OS=Homo sapiens GN=ASF1A PE=1 SV=1	17.46	35.19
>sp|Q5ZPR3|CD276_HUMAN CD276 antigen OS=Homo sapiens GN=CD276 PE=1 SV=1	7.17	6.32
>sp|P18827|SDC1_HUMAN Syndecan-1 OS=Homo sapiens GN=SDC1 PE=1 SV=3	437.77	885.73
>sp|A1X283|SPD2B_HUMAN SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3	48.59	42.07
>sp|Q14657|LAGE3_HUMAN L antigen family member 3 OS=Homo sapiens GN=LAGE3 PE=1 SV=2	51.50	53.59
>sp|Q8NEW0|ZNT7_HUMAN Zinc transporter 7 OS=Homo sapiens GN=SLC30A7 PE=1 SV=1	79.10	153.64
>sp|Q96A57|TM230_HUMAN Transmembrane protein 230 OS=Homo sapiens GN=TMEM230 PE=1 SV=1	59.83	36.25
>sp|P00813|ADA_HUMAN Adenosine deaminase OS=Homo sapiens GN=ADA PE=1 SV=3	16.42	40.08
">sp|Q99643|C560_HUMAN Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Homo sapiens GN=SDHC PE=1 SV=1"	87.38	589.60
>sp|O43657|TSN6_HUMAN Tetraspanin-6 OS=Homo sapiens GN=TSPAN6 PE=1 SV=1	4.42	35.90
>sp|O60725|ICMT_HUMAN Protein-S-isoprenylcysteine O-methyltransferase OS=Homo sapiens GN=ICMT PE=1 SV=1	34.72	62.54
